Date,USD_TRY_Buying,USD_TRY_Selling,AUD_TRY_Buying,AUD_TRY_Selling,DKK_TRY_Buying,DKK_TRY_Selling,EUR_TRY_Buying,EUR_TRY_Selling,GBP_TRY_Buying,GBP_TRY_Selling,CHF_TRY_Buying,CHF_TRY_Selling,SEK_TRY_Buying,SEK_TRY_Selling,CAD_TRY_Buying,CAD_TRY_Selling,KWD_TRY_Buying,KWD_TRY_Selling,NOK_TRY_Buying,NOK_TRY_Selling,SAR_TRY_Buying,SAR_TRY_Selling,JPY_TRY_Buying,JPY_TRY_Selling,BGN_TRY_Buying,BGN_TRY_Selling,RON_TRY_Buying,RON_TRY_Selling,RUB_TRY_Buying,RUB_TRY_Selling,IRR_TRY_Buying,IRR_TRY_Selling,CNY_TRY_Buying,CNY_TRY_Selling,PKR_TRY_Buying,PKR_TRY_Selling,QAR_TRY_Buying,QAR_TRY_Selling,XDR_TRY_Buying,XDR_TRY_Selling,KRW_TRY_Buying,KRW_TRY_Selling,AZN_TRY_Buying,AZN_TRY_Selling,AED_TRY_Buying,AED_TRY_Selling
2020-11-26,7.8945,7.9088,5.7987,5.8365,1.2620,1.2682,9.4067,9.4237,10.5328,10.5877,8.6727,8.7283,0.92260,0.93215,6.0621,6.0894,25.6807,26.0167,0.88844,0.89441,2.1050,2.1088,7.5525,7.6025,4.7824,4.8450,1.9193,1.9444,0.10387,0.10523,0.01869,0.01894,1.1941,1.2097,0.04934,0.04998,2.1555,2.1837,11.2760,None,,,,,,
2020-11-27,7.7975,7.8116,5.7381,5.7756,1.2475,1.2537,9.2988,9.3156,10.3924,10.4466,8.5803,8.6354,0.91125,0.92069,5.9912,6.0182,25.3659,25.6978,0.87835,0.88425,2.0791,2.0828,7.4747,7.5241,4.7276,4.7895,1.8972,1.9220,0.10216,0.10350,0.01846,0.01870,1.1785,1.1940,0.04869,0.04933,2.1293,2.1572,11.1403,None,,,,,,
2020-11-30,7.7892,7.8032,5.7366,5.7740,1.2519,1.2580,9.3306,9.3474,10.3728,10.4269,8.6062,8.6614,0.91539,0.92486,5.9953,6.0224,25.3452,25.6769,0.88048,0.88640,2.0769,2.0806,7.4682,7.5177,4.7436,4.8057,1.9037,1.9286,0.10171,0.10304,0.01844,0.01868,1.1771,1.1925,0.04859,0.04922,2.1271,2.1549,11.1438,None,,,,,,
2020-12-01,7.8412,7.8553,5.7548,5.7924,1.2592,1.2654,9.3868,9.4037,10.4610,10.5156,8.6310,8.6865,0.91460,0.92407,6.0395,6.0667,25.5564,25.8908,0.88314,0.88907,2.0906,2.0944,7.4974,7.5471,4.7723,4.8348,1.9157,1.9408,0.10241,0.10375,0.01856,0.01881,1.1868,1.2023,0.04886,0.04950,2.1225,2.1502,11.2169,None,,,,,,
2020-12-02,7.8080,7.8221,5.7457,5.7832,1.2625,1.2687,9.4134,9.4304,10.4150,10.4693,8.6532,8.7088,0.91398,0.92345,6.0272,6.0544,25.4838,25.8173,0.88187,0.88780,2.0817,2.0855,7.4444,7.4937,4.7860,4.8486,1.9210,1.9462,0.10255,0.10390,0.01849,0.01873,1.1829,1.1984,0.04855,0.04919,2.1270,2.1548,11.1936,None,,,,,,
2020-12-03,7.8472,7.8614,5.8118,5.8497,1.2757,1.2820,9.5106,9.5277,10.5048,10.5595,8.7622,8.8185,0.92147,0.93101,6.0628,6.0902,25.6295,25.9649,0.88806,0.89403,2.0921,2.0959,7.5046,7.5543,4.8354,4.8987,1.9408,1.9662,0.10390,0.10526,0.01858,0.01882,1.1900,1.2055,0.04873,0.04937,2.1432,2.1712,11.2762,None,,,,,,
2020-12-04,7.7796,7.7936,5.7635,5.8011,1.2693,1.2755,9.4625,9.4796,10.4516,10.5061,8.7137,8.7696,0.91818,0.92768,6.0419,6.0691,25.4204,25.7531,0.88618,0.89214,2.0740,2.0778,7.4656,7.5150,4.8109,4.8739,1.9310,1.9563,0.10411,0.10547,0.01842,0.01866,1.1842,1.1997,0.04836,0.04900,2.1150,2.1427,11.2030,None,,,,,,
2020-12-07,7.8373,7.8514,5.7872,5.8249,1.2731,1.2794,9.4913,9.5084,10.4110,10.4653,8.7654,8.8217,0.92105,0.93059,6.1116,6.1391,25.5944,25.9293,0.88399,0.88994,2.0893,2.0931,7.5034,7.5531,4.8254,4.8885,1.9371,1.9624,0.10490,0.10627,0.01856,0.01880,1.1919,1.2075,0.04865,0.04928,2.1404,2.1685,11.2568,None,,,,,,
2020-12-08,7.8087,7.8227,5.7813,5.8190,1.2692,1.2754,9.4620,9.4790,10.4020,10.4562,8.7511,8.8073,0.92362,0.93318,6.0968,6.1243,25.5009,25.8346,0.89058,0.89656,2.0815,2.0853,7.4850,7.5346,4.8108,4.8738,1.9307,1.9560,0.10578,0.10717,0.01849,0.01873,1.1888,1.2044,0.04845,0.04908,2.1247,2.1525,11.2225,None,,,,,,
2020-12-09,7.8203,7.8344,5.8251,5.8630,1.2722,1.2785,9.4840,9.5011,10.4807,10.5353,8.7849,8.8413,0.92055,0.93008,6.1081,6.1356,25.5132,25.8470,0.89528,0.90129,2.0846,2.0884,7.4906,7.5402,4.8216,4.8847,1.9366,1.9619,0.10599,0.10738,0.01852,0.01876,1.1900,1.2056,0.04848,0.04912,2.1357,2.1636,11.2465,None,,,,,,
2020-12-10,7.8499,7.8640,5.8566,5.8948,1.2735,1.2798,9.4932,9.5103,10.4286,10.4829,8.8078,8.8644,0.92179,0.93133,6.1266,6.1542,25.5810,25.9157,0.88695,0.89291,2.0927,2.0964,7.4944,7.5440,4.8265,4.8897,1.9389,1.9642,0.10609,0.10747,0.01859,0.01883,1.1925,1.2081,0.04871,0.04935,2.1343,2.1622,11.2659,None,,,,,,
2020-12-11,7.9349,7.9492,5.9686,6.0075,1.2910,1.2973,9.6241,9.6414,10.4842,10.5389,8.9195,8.9768,0.93371,0.94338,6.2125,6.2405,25.8580,26.1964,0.89851,0.90455,2.1154,2.1193,7.6058,7.6562,4.8930,4.9570,1.9649,1.9906,0.10774,0.10915,0.01879,0.01903,1.2059,1.2217,0.04928,0.04993,2.1668,2.1952,11.3979,None,,,,,,
2020-12-14,7.8699,7.8841,5.9375,5.9762,1.2829,1.2892,9.5624,9.5797,10.5264,10.5813,8.8534,8.9103,0.93030,0.93993,6.1634,6.1912,25.6139,25.9491,0.89946,0.90551,2.0981,2.1019,7.5610,7.6111,4.8617,4.9253,1.9520,1.9775,0.10724,0.10864,0.01863,0.01888,1.1962,1.2119,0.04885,0.04949,2.1490,2.1771,11.3245,None,,,,,,
2020-12-15,7.8331,7.8473,5.8800,5.9183,1.2769,1.2832,9.5184,9.5355,10.4251,10.4795,8.8155,8.8721,0.92864,0.93825,6.1321,6.1597,25.4936,25.8272,0.89405,0.90006,2.0882,2.0919,7.5117,7.5614,4.8392,4.9025,1.9440,1.9695,0.10603,0.10741,0.01855,0.01879,1.1895,1.2051,0.04853,0.04917,2.1391,2.1671,11.2646,None,,,,,,
2020-12-16,7.7873,7.8013,5.8810,5.9193,1.2734,1.2796,9.4908,9.5079,10.4970,10.5518,8.7900,8.8464,0.92793,0.93754,6.1083,6.1359,25.3975,25.7298,0.89451,0.90052,2.0758,2.0796,7.5149,7.5646,4.8254,4.8885,1.9384,1.9638,0.10549,0.10687,0.01844,0.01868,1.1852,1.2007,0.04828,0.04892,2.1210,2.1488,11.2293,None,,,,,,
2020-12-17,7.7510,7.7650,5.8957,5.9342,1.2723,1.2786,9.4817,9.4988,10.5138,10.5686,8.7541,8.8103,0.92859,0.93820,6.0928,6.1202,25.3276,25.6591,0.89866,0.90470,2.0661,2.0698,7.4975,7.5471,4.8208,4.8839,1.9362,1.9615,0.10569,0.10707,0.01835,0.01859,1.1798,1.1952,0.04816,0.04879,2.1122,2.1399,11.1985,None,,,,,,
2020-12-18,7.6898,7.7036,5.8328,5.8708,1.2646,1.2708,9.4230,9.4400,10.3841,10.4382,8.6764,8.7321,0.92612,0.93571,6.0220,6.0491,25.1194,25.4481,0.89271,0.89871,2.0497,2.0534,7.4160,7.4651,4.7905,4.8532,1.9247,1.9499,0.10406,0.10542,0.01821,0.01844,1.1692,1.1845,0.04775,0.04837,2.0831,2.1103,11.1083,None,,,,,,
2020-12-21,7.6769,7.6907,5.7596,5.7971,1.2548,1.2610,9.3504,9.3672,10.1730,10.2261,8.6262,8.6816,0.91492,0.92440,5.9473,5.9741,25.0395,25.3671,0.87317,0.87904,2.0463,2.0500,7.3897,7.4386,4.7540,4.8162,1.9099,1.9349,0.10196,0.10329,0.01818,0.01841,1.1653,1.1805,0.04754,0.04816,2.0965,2.1239,11.0473,None,,,,,,
2020-12-22,7.6368,7.6505,5.7502,5.7877,1.2528,1.2590,9.3347,9.3515,10.2314,10.2848,8.5956,8.6508,0.91920,0.92872,5.9236,5.9504,24.9230,25.2491,0.87725,0.88315,2.0356,2.0393,7.3674,7.4162,4.7457,4.8078,1.9081,1.9330,0.10081,0.10213,0.01808,0.01832,1.1600,1.1752,0.04727,0.04789,2.0856,2.1129,11.0148,None,,,,,,
2020-12-23,7.6321,7.6458,5.7613,5.7989,1.2487,1.2549,9.3030,9.3197,10.2284,10.2817,8.5650,8.6200,0.91491,0.92438,5.9174,5.9441,24.8833,25.2089,0.87438,0.88026,2.0341,2.0378,7.3617,7.4104,4.7300,4.7918,1.8991,1.9239,0.10065,0.10196,0.01807,0.01831,1.1609,1.1761,0.04729,0.04791,2.0844,2.1117,10.9998,None,,,,,,
2020-12-24,7.6190,7.6327,5.7733,5.8109,1.2477,1.2538,9.2948,9.3116,10.3333,10.3872,8.5583,8.6133,0.91710,0.92660,5.9242,5.9509,24.8151,25.1398,0.88150,0.88742,2.0305,2.0342,7.3353,7.3839,4.7260,4.7878,1.8972,1.9220,0.10139,0.10272,0.01804,0.01827,1.1602,1.1753,0.04730,0.04791,2.0802,2.1074,10.9941,None,,,,,,
2020-12-25,7.5517,7.5653,5.7302,5.7675,1.2360,1.2420,9.2037,9.2203,10.2230,10.2763,8.4712,8.5256,0.90993,0.91935,5.8599,5.8863,24.5892,24.9109,0.87254,0.87840,2.0125,2.0161,7.2793,7.3275,4.6798,4.7411,1.8780,1.9025,0.10174,0.10308,0.01788,0.01811,1.1500,1.1651,0.04684,0.04745,2.0592,2.0862,10.8931,None,,,,,,
2020-12-28,7.4738,7.4873,5.6715,5.7084,1.2266,1.2326,9.1370,9.1535,10.1008,10.1535,8.3803,8.4341,0.90189,0.91123,5.8173,5.8435,24.3432,24.6618,0.86419,0.87000,1.9916,1.9952,7.2026,7.2503,4.6381,4.6988,1.8644,1.8888,0.10079,0.10210,0.01770,0.01793,1.1368,1.1517,0.04626,0.04687,2.0412,2.0679,10.7886,None,,,,,,
2020-12-29,7.4063,7.4197,5.6142,5.6508,1.2179,1.2239,9.0697,9.0861,9.9761,10.0281,8.3371,8.3907,0.89497,0.90423,5.7703,5.7964,24.1204,24.4360,0.85735,0.86311,1.9736,1.9772,7.1273,7.1745,4.6110,4.6714,1.8501,1.8743,0.10006,0.10137,0.01754,0.01776,1.1277,1.1425,0.04586,0.04646,2.0227,2.0492,10.6941,None,,,,,,
2020-12-30,7.3405,7.3537,5.6076,5.6441,1.2090,1.2149,9.0079,9.0241,9.9438,9.9957,8.2841,8.3373,0.89313,0.90237,5.7315,5.7574,23.9533,24.2667,0.85390,0.85964,1.9563,1.9599,7.0930,7.1400,4.5798,4.6397,1.8373,1.8613,0.09844,0.09972,0.01738,0.01761,1.1182,1.1328,0.04546,0.04606,2.0048,2.0310,10.6152,None,,,,,,
2020-12-31,7.4194,7.4327,5.7116,5.7489,1.2234,1.2294,9.1164,9.1329,10.1142,10.1669,8.4017,8.4556,0.90301,0.91236,5.8147,5.8409,24.2520,24.5694,0.86750,0.87333,1.9776,1.9812,7.1805,7.2280,4.6350,4.6956,1.8619,1.8863,0.09867,0.09996,0.01757,0.01780,1.1283,1.1430,0.04605,0.04666,2.0243,2.0508,10.7387,None,,,,,,
2021-01-04,7.3602,7.3734,5.6742,5.7112,1.2130,1.2190,9.0382,9.0545,10.0544,10.1069,8.3352,8.3887,0.89556,0.90483,5.7935,5.8197,24.0884,24.4036,0.86307,0.86887,1.9620,1.9655,7.1389,7.1862,4.5954,4.6555,1.8465,1.8707,0.09966,0.10097,0.01743,0.01765,1.1324,1.1472,0.04564,0.04623,2.0059,2.0321,10.6679,None,,,,,,
2021-01-05,7.3866,7.3999,5.6833,5.7204,1.2166,1.2226,9.0656,9.0820,10.0148,10.0670,8.3725,8.4263,0.89552,0.90480,5.7882,5.8143,24.1946,24.5111,0.86365,0.86946,1.9691,1.9727,7.1623,7.2098,4.6091,4.6694,1.8506,1.8748,0.09830,0.09959,0.01749,0.01772,1.1366,1.1514,0.04574,0.04633,2.0144,2.0408,10.6977,None,,,,,,
2021-01-06,7.3300,7.3432,5.7044,5.7416,1.2133,1.2193,9.0397,9.0560,9.9843,10.0364,8.3418,8.3953,0.89517,0.90444,5.7828,5.8089,24.0413,24.3558,0.86831,0.87415,1.9540,1.9575,7.1132,7.1603,4.5959,4.6561,1.8460,1.8701,0.09891,0.10020,0.01735,0.01758,1.1290,1.1438,0.04538,0.04598,2.0016,2.0278,10.6385,None,,,,,,
2021-01-07,7.2733,7.2864,5.6335,5.6702,1.1991,1.2050,8.9342,8.9503,9.8641,9.9156,8.2281,8.2809,0.88287,0.89201,5.7192,5.7450,23.8466,24.1587,0.86028,0.86606,1.9388,1.9423,7.0116,7.0581,4.5424,4.6019,1.8241,1.8480,0.09762,0.09890,0.01722,0.01745,1.1191,1.1338,0.04505,0.04564,1.9862,2.0122,10.5319,None,,,,,,
2021-01-08,7.3490,7.3622,5.7005,5.7376,1.2078,1.2137,8.9968,9.0130,9.9667,10.0187,8.2765,8.3296,0.89097,0.90019,5.7864,5.8125,24.0721,24.3871,0.86901,0.87485,1.9589,1.9624,7.0561,7.1029,4.5744,4.6342,1.8370,1.8610,0.09823,0.09951,0.01740,0.01763,1.1302,1.1449,0.04560,0.04620,1.9990,2.0251,10.6257,None,,,,,,
2021-01-11,7.4431,7.4565,5.7247,5.7620,1.2166,1.2226,9.0629,9.0792,10.0290,10.0813,8.3549,8.4086,0.89613,0.90541,5.8242,5.8505,24.3796,24.6986,0.87276,0.87863,1.9840,1.9876,7.1314,7.1786,4.6076,4.6679,1.8502,1.8744,0.09928,0.10057,0.01762,0.01785,1.1427,1.1576,0.04613,0.04673,2.0326,2.0591,10.7334,None,,,,,,
2021-01-12,7.4608,7.4743,5.7495,5.7870,1.2174,1.2234,9.0693,9.0856,10.1082,10.1609,8.3626,8.4163,0.89651,0.90580,5.8440,5.8703,24.4450,24.7648,0.87405,0.87993,1.9887,1.9923,7.1432,7.1905,4.6110,4.6713,1.8514,1.8756,0.09995,0.10125,0.01766,0.01790,1.1481,1.1631,0.04622,0.04683,2.0374,2.0641,10.7599,None,,,,,,
2021-01-13,7.4285,7.4419,5.7465,5.7840,1.2153,1.2213,9.0552,9.0715,10.1440,10.1968,8.3528,8.4065,0.89342,0.90267,5.8285,5.8548,24.3689,24.6877,0.87622,0.88211,1.9800,1.9836,7.1380,7.1853,4.6039,4.6641,1.8475,1.8717,0.10019,0.10150,0.01759,0.01782,1.1425,1.1575,0.04598,0.04658,2.0286,2.0552,10.7324,None,,,,,,
2021-01-14,7.3885,7.4018,5.7215,5.7588,1.2055,1.2115,8.9815,8.9976,10.0689,10.1214,8.3025,8.3559,0.88385,0.89301,5.8202,5.8465,24.2299,24.5470,0.87015,0.87600,1.9694,1.9730,7.0872,7.1341,4.5664,4.6261,1.8327,1.8567,0.09997,0.10128,0.01749,0.01772,1.1364,1.1513,0.04578,0.04638,2.0175,2.0439,10.6617,None,,,,,,
2021-01-15,7.3877,7.4010,5.7061,5.7433,1.2030,1.2089,8.9635,8.9797,10.0685,10.1210,8.3018,8.3551,0.88218,0.89131,5.8156,5.8418,24.2281,24.5452,0.86647,0.87229,1.9693,1.9728,7.1067,7.1537,4.5571,4.6167,1.8290,1.8529,0.10002,0.10133,0.01749,0.01772,1.1351,1.1500,0.04576,0.04636,2.0071,2.0334,10.6553,None,,,,,,
2021-01-18,7.4952,7.5087,5.7381,5.7755,1.2141,1.2201,9.0457,9.0620,10.1348,10.1876,8.3904,8.4443,0.88696,0.89614,5.8545,5.8809,24.5698,24.8913,0.86777,0.87360,1.9981,2.0017,7.2058,7.2535,4.5988,4.6590,1.8453,1.8695,0.10053,0.10184,0.01775,0.01798,1.1482,1.1632,0.04640,0.04701,2.0425,2.0692,10.7807,None,,,,,,
2021-01-19,7.4485,7.4619,5.7292,5.7665,1.2111,1.2170,9.0235,9.0397,10.1194,10.1722,8.3595,8.4132,0.88837,0.89757,5.8425,5.8689,24.4275,24.7471,0.86910,0.87494,1.9856,1.9892,7.1437,7.1910,4.5875,4.6476,1.8408,1.8648,0.10039,0.10171,0.01764,0.01787,1.1423,1.1573,0.04608,0.04669,2.0343,2.0609,10.7301,None,,,,,,
2021-01-20,7.4367,7.4501,5.7377,5.7751,1.2112,1.2171,9.0232,9.0394,10.1559,10.2088,8.3507,8.4043,0.88650,0.89568,5.8496,5.8760,24.4141,24.7336,0.87158,0.87744,1.9825,1.9860,7.1486,7.1960,4.5875,4.6475,1.8408,1.8649,0.10068,0.10200,0.01761,0.01784,1.1436,1.1586,0.04603,0.04663,2.0309,2.0574,10.7282,None,,,,,,
2021-01-21,7.3836,7.3969,5.7227,5.7601,1.2025,1.2084,8.9597,8.9759,10.1128,10.1656,8.2976,8.3508,0.88354,0.89269,5.8425,5.8688,24.2431,24.5603,0.87177,0.87763,1.9683,1.9718,7.1208,7.1679,4.5551,4.6147,1.8279,1.8518,0.09984,0.10115,0.01748,0.01771,1.1362,1.1510,0.04567,0.04627,2.0162,2.0426,10.6580,None,,,,,,
2021-01-22,7.3985,7.4118,5.7021,5.7392,1.2083,1.2142,9.0044,9.0206,10.1006,10.1533,8.3407,8.3942,0.88929,0.89849,5.8219,5.8482,24.2916,24.6095,0.87192,0.87778,1.9723,1.9758,7.1198,7.1670,4.5780,4.6379,1.8367,1.8608,0.09869,0.09998,0.01752,0.01775,1.1361,1.1510,0.04577,0.04637,2.0206,2.0470,10.6827,None,,,,,,
2021-01-25,7.3797,7.3930,5.6930,5.7301,1.2049,1.2108,8.9778,8.9939,10.0926,10.1452,8.3096,8.3630,0.88822,0.89741,5.8022,5.8284,24.2384,24.5556,0.86858,0.87442,1.9673,1.9708,7.0951,7.1421,4.5644,4.6241,1.8312,1.8551,0.09772,0.09900,0.01747,0.01770,1.1330,1.1478,0.04563,0.04623,2.0154,2.0417,10.6547,None,,,,,,
2021-01-26,7.3835,7.3968,5.6662,5.7032,1.2018,1.2077,8.9550,8.9711,10.0587,10.1111,8.2857,8.3389,0.88494,0.89410,5.7805,5.8066,24.2531,24.5705,0.85930,0.86508,1.9684,1.9719,7.0974,7.1444,4.5528,4.6124,1.8266,1.8505,0.09721,0.09849,0.01748,0.01771,1.1343,1.1491,0.04566,0.04626,2.0165,2.0429,10.6467,None,,,,,,
2021-01-27,7.3544,7.3676,5.6704,5.7074,1.1983,1.2042,8.9276,8.9437,10.0854,10.1380,8.2674,8.3204,0.88017,0.88928,5.7723,5.7983,24.1609,24.4770,0.85598,0.86173,1.9606,1.9642,7.0720,7.1188,4.5391,4.5985,1.8208,1.8447,0.09719,0.09846,0.01741,0.01764,1.1308,1.1456,0.04549,0.04609,2.0084,2.0347,10.6149,None,,,,,,
2021-01-28,7.3723,7.3856,5.5981,5.6346,1.1977,1.2036,8.9216,8.9377,10.0504,10.1028,8.2660,8.3191,0.87665,0.88573,5.7274,5.7533,24.2060,24.5227,0.84602,0.85171,1.9655,1.9690,7.0516,7.0983,4.5359,4.5953,1.8192,1.8430,0.09620,0.09746,0.01745,0.01768,1.1322,1.1470,0.04565,0.04624,2.0135,2.0398,10.6190,None,,,,,,
2021-01-29,7.3216,7.3348,5.5931,5.6296,1.1911,1.1969,8.8718,8.8878,10.0100,10.0622,8.2168,8.2695,0.87246,0.88150,5.6936,5.7192,24.0468,24.3615,0.85080,0.85652,1.9520,1.9555,6.9780,7.0242,4.5105,4.5696,1.8091,1.8328,0.09565,0.09690,0.01733,0.01756,1.1291,1.1439,0.04536,0.04596,1.9995,2.0257,10.5547,None,,,,,,
2021-02-01,7.2185,7.2315,5.5015,5.5374,1.1726,1.1783,8.7345,8.7502,9.8916,9.9431,8.0550,8.1067,0.85686,0.86573,5.6362,5.6617,23.7072,24.0174,0.83849,0.84412,1.9245,1.9280,6.8697,6.9151,4.4409,4.4990,1.7816,1.8049,0.09493,0.09617,0.01709,0.01731,1.1105,1.1251,0.04478,0.04536,1.9714,1.9972,10.3992,None,,,,,,
2021-02-02,7.1372,7.1501,5.4217,5.4570,1.1555,1.1612,8.6070,8.6225,9.7488,9.7996,7.9391,7.9900,0.84394,0.85268,5.5642,5.5892,23.4304,23.7370,0.82940,0.83497,1.9028,1.9063,6.7832,6.8281,4.3760,4.4332,1.7558,1.7788,0.09355,0.09478,0.01690,0.01712,1.0992,1.1136,0.04421,0.04479,1.9492,1.9747,10.2683,None,,,,,,
2021-02-03,7.1498,7.1627,5.4342,5.4696,1.1545,1.1601,8.5995,8.6150,9.7423,9.7931,7.9377,7.9886,0.84601,0.85477,5.5851,5.6103,23.4690,23.7761,0.82849,0.83406,1.9061,1.9096,6.7893,6.8342,4.3723,4.4296,1.7556,1.7786,0.09351,0.09473,0.01693,0.01715,1.1007,1.1151,0.04428,0.04486,1.9527,1.9782,10.2744,None,,,,,,
2021-02-04,7.1324,7.1453,5.4261,5.4615,1.1486,1.1542,8.5559,8.5713,9.6718,9.7223,7.8919,7.9426,0.84135,0.85006,5.5647,5.5898,23.4048,23.7111,0.82548,0.83103,1.9014,1.9049,6.7606,6.8054,4.3501,4.4070,1.7454,1.7682,0.09379,0.09502,0.01689,0.01711,1.0975,1.1119,0.04419,0.04477,1.9478,1.9733,10.2347,None,,,,,,
2021-02-05,7.0789,7.0917,5.3750,5.4100,1.1381,1.1437,8.4764,8.4916,9.6735,9.7240,7.8192,7.8694,0.83392,0.84256,5.5223,5.5472,23.2364,23.5405,0.81963,0.82514,1.8872,1.8906,6.6935,6.7378,4.3095,4.3659,1.7288,1.7515,0.09377,0.09500,0.01676,0.01698,1.0876,1.1018,0.04393,0.04450,1.9309,1.9561,10.1547,None,,,,,,
2021-02-08,7.0663,7.0791,5.4044,5.4396,1.1417,1.1473,8.5036,8.5189,9.6714,9.7218,7.8300,7.8803,0.83849,0.84717,5.5260,5.5510,23.2008,23.5044,0.82626,0.83181,1.8838,1.8872,6.6770,6.7212,4.3231,4.3797,1.7345,1.7572,0.09442,0.09566,0.01673,0.01695,1.0884,1.1026,0.04383,0.04441,1.9273,1.9525,10.1565,None,,,,,,
2021-02-09,7.0821,7.0949,5.4574,5.4930,1.1501,1.1557,8.5664,8.5818,9.7399,9.7907,7.8985,7.9492,0.84349,0.85222,5.5575,5.5825,23.2772,23.5818,0.83392,0.83953,1.8880,1.8914,6.7472,6.7919,4.3555,4.4125,1.7471,1.7700,0.09513,0.09638,0.01677,0.01699,1.0935,1.1078,0.04400,0.04458,1.9339,1.9592,10.2095,None,,,,,,
2021-02-10,7.0513,7.0640,5.4432,5.4787,1.1481,1.1537,8.5517,8.5671,9.7395,9.7903,7.8953,7.9460,0.84544,0.85419,5.5477,5.5727,23.1959,23.4995,0.83422,0.83983,1.8798,1.8832,6.7229,6.7674,4.3477,4.4045,1.7440,1.7669,0.09500,0.09625,0.01669,0.01691,1.0886,1.1029,0.04379,0.04437,1.9258,1.9510,10.1780,None,,,,,,
2021-02-11,7.0404,7.0531,5.4391,5.4745,1.1461,1.1517,8.5374,8.5527,9.7222,9.7728,7.8900,7.9406,0.84284,0.85157,5.5450,5.5700,23.1572,23.4602,0.82981,0.83539,1.8770,1.8804,6.7102,6.7547,4.3405,4.3973,1.7415,1.7643,0.09489,0.09613,0.01667,0.01689,1.0840,1.0982,0.04403,0.04460,1.9227,1.9479,10.1583,None,,,,,,
2021-02-12,7.0162,7.0288,5.4121,5.4474,1.1408,1.1464,8.4977,8.5130,9.6582,9.7086,7.8493,7.8997,0.83848,0.84717,5.5014,5.5262,23.0709,23.3728,0.82331,0.82885,1.8705,1.8739,6.6682,6.7124,4.3203,4.3768,1.7332,1.7559,0.09408,0.09531,0.01661,0.01683,1.0803,1.0944,0.04392,0.04450,1.9162,1.9413,10.1146,None,,,,,,
2021-02-15,6.9724,6.9850,5.4104,5.4457,1.1359,1.1415,8.4607,8.4760,9.6755,9.7260,7.8077,7.8578,0.83854,0.84722,5.4974,5.5222,22.9312,23.2312,0.82637,0.83193,1.8589,1.8622,6.6079,6.6516,4.3016,4.3579,1.7258,1.7484,0.09457,0.09581,0.01651,0.01672,1.0736,1.0876,0.04364,0.04421,1.9042,1.9291,10.0621,None,,,,,,
2021-02-16,6.9150,6.9275,5.3745,5.4095,1.1281,1.1337,8.4026,8.4177,9.6141,9.6642,7.7648,7.8147,0.83286,0.84149,5.4657,5.4903,22.7454,23.0431,0.82417,0.82971,1.8436,1.8469,6.5452,6.5886,4.2721,4.3280,1.7136,1.7360,0.09379,0.09502,0.01637,0.01659,1.0647,1.0787,0.04294,0.04350,1.8886,1.9133,9.9843,None,,,,,,
2021-02-17,7.0040,7.0167,5.4167,5.4520,1.1353,1.1408,8.4558,8.4710,9.7038,9.7544,7.8103,7.8605,0.83836,0.84704,5.5069,5.5318,23.0245,23.3257,0.82516,0.83071,1.8674,1.8708,6.5936,6.6373,4.2989,4.3551,1.7246,1.7471,0.09437,0.09560,0.01658,0.01680,1.0784,1.0926,0.04352,0.04409,1.9126,1.9377,10.0844,None,,,,,,
2021-02-18,6.9527,6.9652,5.3895,5.4246,1.1260,1.1316,8.3867,8.4019,9.6503,9.7006,7.7279,7.7775,0.83236,0.84097,5.4701,5.4948,22.8467,23.1457,0.81743,0.82292,1.8537,1.8571,6.5583,6.6018,4.2641,4.3199,1.7106,1.7330,0.09379,0.09501,0.01646,0.01668,1.0692,1.0832,0.04351,0.04408,1.8986,1.9235,10.0094,None,,,,,,
2021-02-19,6.9611,6.9736,5.4302,5.4656,1.1333,1.1388,8.4407,8.4560,9.7226,9.7733,7.7637,7.8136,0.83683,0.84550,5.4907,5.5155,22.8811,23.1805,0.82258,0.82811,1.8560,1.8594,6.5861,6.6297,4.2912,4.3473,1.7214,1.7440,0.09363,0.09485,0.01648,0.01670,1.0720,1.0860,0.04360,0.04417,1.9011,1.9260,10.0476,None,,,,,,
2021-02-22,6.9940,7.0066,5.4949,5.5307,1.1378,1.1434,8.4750,8.4903,9.7829,9.8339,7.7585,7.8083,0.84097,0.84968,5.5303,5.5552,22.9705,23.2711,0.82077,0.82628,1.8648,1.8682,6.6018,6.6455,4.3087,4.3651,1.7282,1.7508,0.09318,0.09440,0.01656,0.01678,1.0758,1.0899,0.04373,0.04430,1.9100,1.9350,10.0910,None,,,,,,
2021-02-23,7.0253,7.0380,5.5423,5.5785,1.1468,1.1524,8.5418,8.5572,9.8772,9.9287,7.7998,7.8499,0.84412,0.85286,5.5655,5.5906,23.0944,23.3966,0.82605,0.83161,1.8732,1.8765,6.6619,6.7060,4.3428,4.3996,1.7417,1.7645,0.09421,0.09544,0.01663,0.01685,1.0811,1.0953,0.04399,0.04456,1.9187,1.9438,10.1559,None,,,,,,
2021-02-24,7.1357,7.1485,5.6373,5.6740,1.1651,1.1708,8.6774,8.6930,10.0912,10.1438,7.8496,7.9000,0.85737,0.86624,5.6672,5.6927,23.4589,23.7659,0.84318,0.84885,1.9026,1.9060,6.7357,6.7803,4.4117,4.4695,1.7698,1.7929,0.09630,0.09756,0.01689,0.01712,1.0997,1.1141,0.04471,0.04530,1.9488,1.9743,10.3189,None,,,,,,
