Date,USD_TRY_Buying,USD_TRY_Selling,AUD_TRY_Buying,AUD_TRY_Selling,DKK_TRY_Buying,DKK_TRY_Selling,EUR_TRY_Buying,EUR_TRY_Selling,GBP_TRY_Buying,GBP_TRY_Selling,CHF_TRY_Buying,CHF_TRY_Selling,SEK_TRY_Buying,SEK_TRY_Selling,CAD_TRY_Buying,CAD_TRY_Selling,KWD_TRY_Buying,KWD_TRY_Selling,NOK_TRY_Buying,NOK_TRY_Selling,SAR_TRY_Buying,SAR_TRY_Selling,JPY_TRY_Buying,JPY_TRY_Selling,BGN_TRY_Buying,BGN_TRY_Selling,RON_TRY_Buying,RON_TRY_Selling,RUB_TRY_Buying,RUB_TRY_Selling,IRR_TRY_Buying,IRR_TRY_Selling,CNY_TRY_Buying,CNY_TRY_Selling,PKR_TRY_Buying,PKR_TRY_Selling,QAR_TRY_Buying,QAR_TRY_Selling,XDR_TRY_Buying,XDR_TRY_Selling,KRW_TRY_Buying,KRW_TRY_Selling,AZN_TRY_Buying,AZN_TRY_Selling,AED_TRY_Buying,AED_TRY_Selling
2022-02-08,13.6160,13.6406,9.6785,9.7416,2.0847,2.0949,15.5412,15.5692,18.4061,18.5020,14.7030,14.7974,1.4836,1.4990,10.7149,10.7632,44.8045,45.3908,1.5433,1.5537,3.6293,3.6358,11.7727,11.8506,7.9015,8.0049,3.1246,3.1655,0.17990,0.18226,0.03224,0.03266,2.1267,2.1545,0.07767,0.07869,3.7112,3.7598,19.1236,None,0.01130,0.01145,7.9692,8.0735,3.6862,3.7345
2022-02-09,13.5675,13.5919,9.6995,9.7627,2.0791,2.0894,15.5002,15.5281,18.3765,18.4723,14.6519,14.7460,1.4813,1.4966,10.6714,10.7195,44.6392,45.2233,1.5367,1.5470,3.6164,3.6229,11.7258,11.8035,7.8804,7.9835,3.1166,3.1573,0.18042,0.18278,0.03212,0.03254,2.1204,2.1482,0.07719,0.07820,3.7054,3.7539,19.0649,None,0.01129,0.01143,7.9408,8.0447,3.6731,3.7212
2022-02-10,13.5322,13.5566,9.7037,9.7670,2.0758,2.0860,15.4713,15.4991,18.3151,18.4106,14.6135,14.7074,1.4731,1.4884,10.6638,10.7119,44.5113,45.0938,1.5307,1.5410,3.6070,3.6135,11.6666,11.7439,7.8658,7.9687,3.1109,3.1516,0.18009,0.18244,0.03204,0.03246,2.1165,2.1442,0.07695,0.07796,3.6736,3.7217,19.0167,None,0.01125,0.01140,7.9202,8.0238,3.6635,3.7115
2022-02-11,13.4933,13.5176,9.5962,9.6588,2.0623,2.0724,15.3674,15.3951,18.2544,18.3495,14.5144,14.6076,1.4423,1.4572,10.5855,10.6333,44.3612,44.9416,1.5209,1.5311,3.5966,3.6031,11.6012,11.6781,7.8133,7.9155,3.0908,3.1312,0.17876,0.18110,0.03195,0.03236,2.1098,2.1374,0.07682,0.07783,3.6852,3.7334,18.9340,None,0.01122,0.01136,7.8974,8.0007,3.6530,3.7008
2022-02-14,13.5378,13.5622,9.5967,9.6593,2.0568,2.0669,15.3270,15.3546,18.2728,18.3681,14.6077,14.7015,1.4341,1.4489,10.5943,10.6421,44.5048,45.0871,1.5153,1.5255,3.6083,3.6148,11.7226,11.8002,7.7924,7.8943,3.0816,3.1219,0.17485,0.17714,0.03205,0.03247,2.1168,2.1445,0.07679,0.07779,3.6916,3.7399,18.9675,None,0.01125,0.01139,7.9235,8.0271,3.6651,3.7130
2022-02-15,13.6032,13.6277,9.6813,9.7444,2.0687,2.0789,15.4218,15.4496,18.3942,18.4901,14.6813,14.7756,1.4517,1.4668,10.6794,10.7276,44.7079,45.2929,1.5282,1.5385,3.6252,3.6318,11.7469,11.8247,7.8407,7.9433,3.1021,3.1427,0.17824,0.18057,0.03221,0.03263,2.1301,2.1580,0.07669,0.07769,3.7022,3.7507,19.0694,None,0.01129,0.01144,7.9617,8.0659,3.6828,3.7309
2022-02-16,13.6154,13.6399,9.7458,9.8094,2.0786,2.0888,15.4927,15.5207,18.4319,18.5280,14.6885,14.7828,1.4634,1.4786,10.7141,10.7624,44.7462,45.3317,1.5275,1.5377,3.6285,3.6350,11.7425,11.8202,7.8766,7.9797,3.1192,3.1600,0.18042,0.18278,0.03224,0.03266,2.1365,2.1645,0.07680,0.07780,3.7110,3.7596,19.1132,None,0.01131,0.01146,7.9689,8.0731,3.6861,3.7343
2022-02-17,13.6035,13.6280,9.7708,9.8345,2.0749,2.0851,15.4620,15.4899,18.4676,18.5639,14.7269,14.8215,1.4554,1.4704,10.6914,10.7396,44.7244,45.3097,1.5240,1.5342,3.6253,3.6318,11.7857,11.8638,7.8616,7.9645,3.1099,3.1506,0.17825,0.18059,0.03221,0.03263,2.1347,2.1626,0.07687,0.07788,3.6980,3.7464,19.1007,None,0.01130,0.01145,7.9619,8.0661,3.6829,3.7311
2022-02-18,13.6118,13.6363,9.7935,9.8573,2.0770,2.0872,15.4745,15.5024,18.5103,18.6068,14.7473,14.8420,1.4559,1.4710,10.7126,10.7610,44.7606,45.3463,1.5225,1.5327,3.6276,3.6341,11.7909,11.8689,7.8676,7.9705,3.1124,3.1531,0.17848,0.18081,0.03223,0.03265,2.1389,2.1669,0.07704,0.07805,3.7138,3.7624,19.1190,None,0.01133,0.01148,7.9129,8.0165,3.6851,3.7333
2022-02-21,13.6123,13.6369,9.7934,9.8573,2.0756,2.0858,15.4651,15.4929,18.5210,18.6176,14.7858,14.8807,1.4492,1.4643,10.6732,10.7213,44.7637,45.3495,1.5172,1.5274,3.6278,3.6343,11.8183,11.8966,7.8629,7.9658,3.1101,3.1508,0.17565,0.17795,0.03223,0.03265,2.1371,2.1651,0.07674,0.07774,3.7055,3.7540,19.1180,None,0.01136,0.01151,7.9671,8.0713,3.6852,3.7335
2022-02-22,13.7447,13.7695,9.8859,9.9503,2.0888,2.0991,15.5648,15.5928,18.6243,18.7214,14.9391,15.0350,1.4568,1.4719,10.7701,10.8186,45.1815,45.7727,1.5330,1.5433,3.6634,3.6700,11.9387,12.0178,7.9135,8.0170,3.1294,3.1703,0.17124,0.17348,0.03254,0.03297,2.1576,2.1859,0.07742,0.07843,3.7388,3.7877,19.2781,None,0.01146,0.01161,8.0446,8.1498,3.7211,3.7698
2022-02-23,13.7849,13.8097,9.9756,10.0406,2.0986,2.1089,15.6358,15.6640,18.7153,18.8129,14.9424,15.0384,1.4728,1.4881,10.8207,10.8695,45.3164,45.9093,1.5520,1.5625,3.6741,3.6807,11.9491,12.0283,7.9496,8.0536,3.1434,3.1846,0.17274,0.17500,0.03264,0.03306,2.1693,2.1976,0.07766,0.07868,3.7422,3.7911,19.3500,None,0.01151,0.01166,8.0680,8.1736,3.7319,3.7808
2022-02-24,14.2324,14.2580,10.1930,10.2595,2.1420,2.1525,15.9627,15.9914,19.1082,19.2078,15.4155,15.5145,1.4849,1.5003,11.0955,11.1455,46.7311,47.3426,1.5762,1.5868,3.7935,3.8004,12.3839,12.4659,8.1156,8.2218,3.2068,3.2487,0.16644,0.16862,0.03370,0.03414,2.2383,2.2676,0.08018,0.08123,3.8721,3.9228,19.8939,None,0.01175,0.01191,8.3300,8.4390,3.8531,3.9035
2022-02-25,14.0395,14.0648,10.0840,10.1498,2.1076,2.1180,15.7097,15.7380,18.7694,18.8673,15.1383,15.2355,1.4706,1.4859,10.9531,11.0025,46.0820,46.6850,1.5635,1.5740,3.7422,3.7489,12.1438,12.2242,7.9868,8.0913,3.1570,3.1983,0.16672,0.16890,0.03324,0.03368,2.2104,2.2393,0.07863,0.07966,3.8113,3.8612,19.5971,None,0.01161,0.01176,8.2171,8.3246,3.8009,3.8506
2022-02-28,13.8286,13.8535,9.9382,10.0030,2.0761,2.0863,15.4724,15.5002,18.4740,18.5703,14.9359,15.0318,1.4485,1.4635,10.8184,10.8672,45.3679,45.9616,1.5483,1.5587,3.6860,3.6926,11.9398,12.0188,7.8783,7.9813,3.1096,3.1503,0.13505,0.13682,0.03274,0.03317,2.1797,2.2082,0.07748,0.07849,3.7592,3.8084,19.3009,None,0.01143,0.01158,8.0936,8.1995,3.7438,3.7928
2022-03-01,13.8854,13.9104,10.0817,10.1474,2.0880,2.0983,15.5556,15.5836,18.5961,18.6930,15.1013,15.1983,1.4538,1.4689,10.9464,10.9958,45.5807,46.1771,1.5738,1.5844,3.7010,3.7077,12.0547,12.1345,7.9088,8.0123,3.1259,3.1668,0.14331,0.14518,0.03288,0.03331,2.1872,2.2158,0.07770,0.07872,3.7695,3.8188,19.3982,None,0.01151,0.01166,8.1269,8.2332,3.7592,3.8084
2022-03-02,14.0386,14.0639,10.1634,10.2297,2.0902,2.1005,15.5729,15.6010,18.6493,18.7465,15.2426,15.3405,1.4392,1.4541,11.0246,11.0743,46.0478,46.6503,1.5702,1.5807,3.7418,3.7486,12.1568,12.2373,7.9175,8.0211,3.1292,3.1701,0.13004,0.13174,0.03324,0.03367,2.2107,2.2396,0.07855,0.07958,3.8264,3.8765,19.5351,None,0.01157,0.01172,8.2166,8.3241,3.8006,3.8504
2022-03-03,14.1120,14.1374,10.2904,10.3575,2.1004,2.1108,15.6521,15.6803,18.8607,18.9591,15.3086,15.4069,1.4472,1.4621,11.1677,11.2181,46.2731,46.8786,1.5853,1.5960,3.7613,3.7681,12.1641,12.2446,7.9578,8.0619,3.1449,3.1861,0.12332,0.12493,0.03341,0.03385,2.2206,2.2497,0.07867,0.07970,3.8502,3.9006,19.6378,None,0.01162,0.01178,8.2595,8.3676,3.8205,3.8705
2022-03-04,14.1766,14.2021,10.4067,10.4746,2.0939,2.1042,15.6017,15.6298,18.8400,18.9382,15.3971,15.4960,1.4409,1.4558,11.1302,11.1804,46.4701,47.0782,1.5828,1.5934,3.7785,3.7853,12.2535,12.3347,7.9319,8.0357,3.1344,3.1754,0.12866,0.13034,0.03356,0.03400,2.2311,2.2603,0.07917,0.08021,3.8655,3.9161,19.6756,None,0.01159,0.01174,8.2973,8.4059,3.8380,3.8882
2022-03-07,14.3012,14.3270,10.5723,10.6412,2.0842,2.0945,15.5309,15.5589,18.8178,18.9159,15.4558,15.5551,1.4252,1.4399,11.2370,11.2876,46.7906,47.4028,1.5867,1.5974,3.8116,3.8185,12.4026,12.4847,7.8960,7.9993,3.1199,3.1607,0.10420,0.10556,0.03386,0.03430,2.2504,2.2798,0.07986,0.08091,3.8912,3.9421,19.7565,None,0.01157,0.01172,8.3128,8.4215,3.8719,3.9225
2022-03-08,14.4728,14.4989,10.5197,10.5883,2.1128,2.1232,15.7502,15.7786,18.9437,19.0425,15.5792,15.6792,1.4456,1.4606,11.2671,11.3179,47.3459,47.9654,1.6025,1.6133,3.8574,3.8644,12.4950,12.5778,8.0077,8.1125,3.1642,3.2056,0.10557,0.10695,0.03427,0.03471,2.2783,2.3081,0.08031,0.08136,3.9448,3.9964,19.9918,None,0.01165,0.01180,8.4707,8.5815,3.9182,3.9694
2022-03-09,14.6061,14.6324,10.6538,10.7232,2.1448,2.1553,15.9918,16.0207,19.1576,19.2574,15.6979,15.7987,1.4764,1.4917,11.3572,11.4084,47.7941,48.4195,1.6290,1.6400,3.8932,3.9002,12.5774,12.6607,8.1303,8.2367,3.2128,3.2549,0.11164,0.11310,0.03458,0.03503,2.2992,2.3293,0.08103,0.08209,3.9700,4.0220,20.2128,None,0.01179,0.01195,8.5487,8.6606,3.9543,4.0060
2022-03-10,14.7435,14.7700,10.7901,10.8605,2.1849,2.1956,16.2842,16.3135,19.3844,19.4854,15.8705,15.9724,1.5094,1.5250,11.4868,11.5386,48.2990,48.9310,1.6431,1.6542,3.9301,3.9371,12.6846,12.7686,8.2789,8.3872,3.2718,3.3146,0.11952,0.12108,0.03491,0.03536,2.3189,2.3492,0.08179,0.08286,4.0024,4.0548,20.4585,None,0.01194,0.01210,8.6291,8.7420,3.9915,4.0437
2022-03-11,14.9042,14.9311,10.8972,10.9683,2.1974,2.2082,16.3758,16.4053,19.4655,19.5670,15.9698,16.0724,1.5305,1.5463,11.6543,11.7068,48.7725,49.4107,1.6650,1.6762,3.9729,3.9800,12.7233,12.8075,8.3262,8.4352,3.2906,3.3336,0.12485,0.12649,0.03529,0.03575,2.3418,2.3725,0.08267,0.08375,4.0558,4.1089,20.6228,None,0.01201,0.01216,8.7232,8.8373,4.0350,4.0878
2022-03-14,14.7624,14.7890,10.6686,10.7382,2.1692,2.1798,16.1627,16.1918,19.2105,19.3107,15.7492,15.8503,1.5229,1.5387,11.5483,11.6004,48.2558,48.8872,1.6399,1.6510,3.9350,3.9420,12.4947,12.5775,8.2178,8.3253,3.2477,3.2902,0.12550,0.12714,0.03495,0.03541,2.3079,2.3381,0.08187,0.08294,4.0137,4.0662,20.3736,None,0.01185,0.01200,8.6408,8.7539,3.9966,4.0489
2022-03-15,14.7503,14.7769,10.5828,10.6519,2.1758,2.1865,16.2170,16.2462,19.1976,19.2977,15.6728,15.7734,1.5328,1.5486,11.4660,11.5177,48.2395,48.8707,1.6288,1.6397,3.9316,3.9387,12.4700,12.5526,8.2452,8.3531,3.2585,3.3011,0.12997,0.13167,0.03492,0.03538,2.2997,2.3298,0.08172,0.08279,4.0125,4.0650,20.3752,None,0.01178,0.01194,8.6331,8.7461,3.9933,4.0456
2022-03-16,14.6758,14.7022,10.5910,10.6601,2.1638,2.1745,16.1254,16.1545,19.1368,19.2366,15.5719,15.6719,1.5335,1.5494,11.5167,11.5686,47.9961,48.6242,1.6385,1.6495,3.9116,3.9186,12.3756,12.4576,8.1983,8.3056,3.2407,3.2831,0.13520,0.13697,0.03475,0.03520,2.2985,2.3286,0.08123,0.08230,3.9936,4.0459,20.2785,None,0.01182,0.01197,8.5895,8.7019,3.9731,4.0251
2022-03-17,14.6697,14.6961,10.7241,10.7941,2.1740,2.1847,16.2065,16.2357,19.3043,19.4049,15.5669,15.6669,1.5490,1.5650,11.5707,11.6229,48.0115,48.6398,1.6472,1.6582,3.9099,3.9170,12.3324,12.4140,8.2386,8.3464,3.2583,3.3010,0.14064,0.14248,0.03473,0.03519,2.2974,2.3274,0.08114,0.08220,3.9856,4.0378,20.3144,None,0.01204,0.01220,8.5859,8.6982,3.9715,4.0234
2022-03-18,14.7640,14.7906,10.8798,10.9508,2.1898,2.2005,16.3261,16.3555,19.3724,19.4734,15.7414,15.8425,1.5582,1.5743,11.6921,11.7448,48.3144,48.9466,1.6725,1.6838,3.9353,3.9424,12.3831,12.4651,8.3006,8.4092,3.2811,3.3240,0.14185,0.14370,0.03496,0.03541,2.3079,2.3381,0.08127,0.08233,4.0174,4.0700,20.4385,None,0.01210,0.01225,8.6411,8.7542,3.9970,4.0493
2022-03-21,14.8160,14.8427,10.9235,10.9947,2.1960,2.2068,16.3668,16.3963,19.4454,19.5468,15.8631,15.9649,1.5636,1.5798,11.7368,11.7898,48.4827,49.1171,1.6893,1.7007,3.9493,3.9564,12.3971,12.4791,8.3212,8.4301,3.2894,3.3324,0.14159,0.14344,0.03508,0.03554,2.3170,2.3473,0.08124,0.08231,4.0309,4.0836,20.5018,None,0.01212,0.01228,8.6715,8.7850,4.0111,4.0636
2022-03-22,14.8041,14.8308,10.9409,11.0122,2.1839,2.1946,16.2734,16.3028,19.4730,19.5745,15.7909,15.8923,1.5539,1.5700,11.7320,11.7849,48.4121,49.0456,1.6837,1.6950,3.9464,3.9535,12.2407,12.3217,8.2737,8.3819,3.2712,3.3140,0.14077,0.14261,0.03505,0.03551,2.3136,2.3439,0.08100,0.08206,4.0189,4.0715,20.4390,None,0.01208,0.01224,8.6646,8.7780,4.0079,4.0603
2022-03-23,14.8063,14.8330,11.0310,11.1029,2.1878,2.1985,16.2985,16.3279,19.5640,19.6660,15.8034,15.9048,1.5615,1.5777,11.7505,11.8035,48.4141,49.0476,1.6848,1.6961,3.9472,3.9543,12.2089,12.2897,8.2867,8.3952,3.2769,3.3197,0.14153,0.14338,0.03506,0.03551,2.3103,2.3405,0.08081,0.08187,4.0195,4.0721,20.4506,None,0.01211,0.01227,8.6659,8.7793,4.0085,4.0609
2022-03-24,14.8234,14.8501,11.0639,11.1361,2.1852,2.1960,16.2825,16.3118,19.5109,19.6126,15.8575,15.9593,1.5663,1.5825,11.7756,11.8287,48.4676,49.1018,1.7111,1.7226,3.9517,3.9589,12.1580,12.2385,8.2786,8.3869,3.2719,3.3148,0.15199,0.15398,0.03510,0.03556,2.3139,2.3442,0.08092,0.08198,4.0244,4.0771,20.4474,None,0.01207,0.01222,8.6759,8.7894,4.0131,4.0656
2022-03-25,14.8068,14.8334,11.0972,11.1695,2.1892,2.2000,16.3136,16.3430,19.4913,19.5930,15.9390,16.0413,1.5701,1.5863,11.7950,11.8482,48.4257,49.0594,1.7045,1.7160,3.9472,3.9543,12.1394,12.2198,8.2938,8.4024,3.2777,3.3206,0.14901,0.15096,0.03506,0.03552,2.3139,2.3442,0.08086,0.08192,4.0339,4.0867,20.4459,None,0.01207,0.01223,8.6661,8.7795,4.0086,4.0610
2022-03-28,14.8221,14.8488,11.1219,11.1945,2.1823,2.1930,16.2620,16.2913,19.4497,19.5511,15.8088,15.9103,1.5564,1.5725,11.8525,11.9059,48.4020,49.0354,1.7089,1.7204,3.9513,3.9584,11.9154,11.9943,8.2681,8.3762,3.2679,3.3107,0.14986,0.15182,0.03509,0.03555,2.3136,2.3439,0.08076,0.08182,4.0318,4.0846,20.4041,None,0.01203,0.01219,8.6751,8.7886,4.0127,4.0652
2022-03-29,14.7933,14.8199,11.0679,11.1400,2.1896,2.2003,16.3117,16.3411,19.3392,19.4400,15.7771,15.8784,1.5680,1.5842,11.8235,11.8768,48.3133,48.9455,1.7050,1.7165,3.9433,3.9504,11.9388,12.0178,8.2924,8.4009,3.2781,3.3210,0.16478,0.16694,0.03502,0.03548,2.3096,2.3398,0.08057,0.08163,4.0209,4.0735,20.3958,None,0.01208,0.01223,8.6582,8.7715,4.0049,4.0573
2022-03-30,14.6458,14.6722,10.9857,11.0573,2.1893,2.2001,16.3086,16.3380,19.2129,19.3130,15.7671,15.8683,1.5710,1.5872,11.7191,11.7720,47.9194,48.5464,1.6910,1.7024,3.9035,3.9105,11.9926,12.0720,8.2913,8.3998,3.2777,3.3206,0.17228,0.17453,0.03468,0.03513,2.2926,2.3226,0.07971,0.08076,3.9841,4.0362,20.2868,None,0.01203,0.01219,8.5719,8.6841,3.9650,4.0169
2022-03-31,14.6371,14.6635,10.9272,10.9984,2.1861,2.1968,16.2855,16.3148,19.1807,19.2807,15.7954,15.8969,1.5687,1.5849,11.6756,11.7282,47.8922,48.5188,1.6799,1.6912,3.9017,3.9087,11.9911,12.0705,8.2800,8.3884,3.2735,3.3163,0.17727,0.17959,0.03465,0.03511,2.2948,2.3248,0.07902,0.08005,3.9817,4.0338,20.2720,None,0.01200,0.01216,8.5668,8.6789,3.9627,4.0145
2022-04-01,14.6609,14.6873,10.9776,11.0492,2.1764,2.1871,16.2145,16.2437,19.2161,19.3163,15.8325,15.9342,1.5595,1.5756,11.7130,11.7658,47.9347,48.5620,1.6677,1.6790,3.9081,3.9152,11.9387,12.0177,8.2436,8.3515,3.2602,3.3029,0.17566,0.17795,0.03471,0.03517,2.2923,2.3223,0.07908,0.08011,3.9898,4.0420,20.2526,None,0.01198,0.01214,8.5808,8.6930,3.9691,4.0210
2022-04-04,14.6862,14.7127,11.0086,11.0803,2.1718,2.1825,16.1796,16.2087,19.2257,19.3259,15.8124,15.9139,1.5546,1.5707,11.7355,11.7885,47.9987,48.6268,1.6795,1.6907,3.9149,3.9219,11.9422,12.0213,8.2261,8.3337,3.2545,3.2971,0.17312,0.17538,0.03477,0.03523,2.2951,2.3251,0.07918,0.08022,3.9983,4.0506,20.2580,None,0.01202,0.01218,8.5956,8.7081,3.9760,4.0280
2022-04-05,14.6955,14.7220,11.1884,11.2614,2.1648,2.1755,16.1262,16.1552,19.2635,19.3640,15.8394,15.9411,1.5586,1.5748,11.7814,11.8345,48.0007,48.6288,1.6841,1.6954,3.9174,3.9245,11.9356,12.0146,8.1988,8.3061,3.2440,3.2865,0.17368,0.17595,0.03479,0.03525,2.2966,2.3266,0.07897,0.08000,3.9992,4.0515,20.2467,None,0.01205,0.01221,8.6010,8.7136,3.9785,4.0305
2022-04-06,14.7176,14.7441,11.1275,11.2001,2.1551,2.1657,16.0543,16.0833,19.2205,19.3207,15.7347,15.8357,1.5553,1.5714,11.7609,11.8140,48.0105,48.6387,1.6760,1.6873,3.9235,3.9306,11.8518,11.9303,8.1627,8.2696,3.2287,3.2709,0.17486,0.17714,0.03485,0.03530,2.2998,2.3299,0.07854,0.07957,4.0003,4.0526,20.2214,None,0.01202,0.01218,8.6140,8.7267,3.9845,4.0366
2022-04-07,14.7289,14.7555,10.9934,11.0651,2.1549,2.1655,16.0523,16.0812,19.2342,19.3345,15.7511,15.8523,1.5499,1.5659,11.7133,11.7661,48.0608,48.6897,1.6708,1.6820,3.9270,3.9341,11.8689,11.9475,8.1616,8.2684,3.2296,3.2719,0.18360,0.18601,0.03487,0.03533,2.3020,2.3321,0.07763,0.07865,4.0083,4.0607,20.2327,None,0.01201,0.01217,8.6206,8.7334,3.9875,4.0397
2022-04-08,14.7213,14.7478,10.9638,11.0353,2.1481,2.1586,16.0012,16.0300,19.1645,19.2644,15.7099,15.8107,1.5496,1.5656,11.6779,11.7306,48.0104,48.6386,1.6729,1.6841,3.9254,3.9324,11.8342,11.9125,8.1354,8.2418,3.2190,3.2612,0.18615,0.18859,0.03485,0.03531,2.3005,2.3306,0.07820,0.07923,4.0126,4.0651,20.1967,None,0.01194,0.01209,8.6161,8.7289,3.9855,4.0376
2022-04-11,14.7162,14.7427,10.9245,10.9957,2.1546,2.1652,16.0497,16.0787,19.1417,19.2415,15.7093,15.8102,1.5514,1.5674,11.6678,11.7205,47.9776,48.6054,1.6796,1.6909,3.9242,3.9312,11.7050,11.7826,8.1603,8.2671,3.2298,3.2720,0.18016,0.18251,0.03484,0.03530,2.2974,2.3274,0.08012,0.08117,3.9956,4.0479,20.1920,None,0.01187,0.01202,8.6131,8.7258,3.9841,4.0362
2022-04-12,14.6633,14.6897,10.8759,10.9468,2.1391,2.1496,15.9330,15.9617,19.0482,19.1475,15.6819,15.7826,1.5357,1.5516,11.5780,11.6302,47.8084,48.4340,1.6607,1.6719,3.9101,3.9172,11.6472,11.7243,8.1005,8.2065,3.2060,3.2480,0.17393,0.17621,0.03472,0.03517,2.2891,2.3191,0.08029,0.08135,3.9868,4.0389,20.0925,None,0.01184,0.01200,8.5828,8.6951,3.9697,4.0217
2022-04-13,14.5604,14.5866,10.7883,10.8586,2.1171,2.1275,15.7713,15.7997,18.8964,18.9949,15.5690,15.6690,1.5204,1.5362,11.4976,11.5494,47.4560,48.0769,1.6461,1.6572,3.8827,3.8897,11.5257,11.6020,8.0182,8.1232,3.1736,3.2151,0.17591,0.17821,0.03447,0.03492,2.2742,2.3039,0.07970,0.08074,3.9624,4.0143,19.9270,None,0.01180,0.01195,8.5219,8.6334,3.9419,3.9935
2022-04-14,14.5933,14.6196,10.8419,10.9127,2.1358,2.1463,15.9114,15.9401,19.1323,19.2320,15.5733,15.6733,1.5379,1.5538,11.6143,11.6667,47.6006,48.2234,1.6636,1.6747,3.8915,3.8985,11.6159,11.6929,8.0898,8.1956,3.2003,3.2422,0.17580,0.17810,0.03455,0.03500,2.2778,2.3076,0.08006,0.08111,3.9658,4.0177,20.0353,None,0.01184,0.01199,8.5412,8.6530,3.9508,4.0025
2022-04-15,14.6181,14.6444,10.8012,10.8716,2.1214,2.1318,15.8056,15.8341,19.0706,19.1700,15.4785,15.5778,1.5256,1.5414,11.5875,11.6398,47.6212,48.2443,1.6608,1.6719,3.8981,3.9051,11.5290,11.6054,8.0358,8.1409,3.1795,3.2211,0.17905,0.18140,0.03461,0.03506,2.2815,2.3114,0.08021,0.08126,3.9798,4.0319,19.9969,None,0.01183,0.01199,8.5557,8.6677,3.9575,4.0093
2022-04-18,14.6252,14.6515,10.7476,10.8177,2.1198,2.1302,15.7912,15.8196,19.0113,19.1104,15.4634,15.5627,1.5209,1.5367,11.5592,11.6113,47.6330,48.2563,1.6533,1.6644,3.9000,3.9070,11.5239,11.6002,8.0284,8.1335,3.1781,3.2197,0.17878,0.18112,0.03463,0.03508,2.2835,2.3134,0.07980,0.08084,3.9793,4.0314,19.9918,None,0.01178,0.01194,8.5599,8.6719,3.9594,4.0113
2022-04-19,14.6343,14.6607,10.7695,10.8397,2.1207,2.1311,15.8010,15.8295,19.0261,19.1253,15.4298,15.5289,1.5220,1.5378,11.6063,11.6586,47.6224,48.2455,1.6522,1.6633,3.9025,3.9095,11.3835,11.4589,8.0334,8.1385,3.1799,3.2215,0.18245,0.18484,0.03465,0.03510,2.2809,2.3107,0.07892,0.07996,3.9809,4.0330,19.9827,None,0.01175,0.01190,8.5652,8.6773,3.9619,4.0137
2022-04-20,14.6424,14.6688,10.8520,10.9228,2.1288,2.1392,15.8633,15.8919,19.0507,19.1500,15.4007,15.4995,1.5410,1.5569,11.6439,11.6964,47.6606,48.2843,1.6621,1.6732,3.9044,3.9114,11.3901,11.4655,8.0652,8.1707,3.1913,3.2330,0.17974,0.18209,0.03467,0.03512,2.2710,2.3007,0.07836,0.07939,3.9935,4.0457,20.0044,None,0.01179,0.01194,8.5699,8.6821,3.9641,4.0160
2022-04-21,14.6605,14.6869,10.8873,10.9583,2.1459,2.1564,15.9909,16.0197,19.1189,19.2185,15.4317,15.5308,1.5527,1.5688,11.7329,11.7858,47.7606,48.3855,1.6662,1.6774,3.9091,3.9161,11.4188,11.4944,8.1300,8.2364,3.2165,3.2586,0.18191,0.18429,0.03471,0.03516,2.2611,2.2907,0.07804,0.07906,3.9910,4.0432,20.0634,None,0.01179,0.01194,8.5805,8.6928,3.9690,4.0209
2022-04-22,14.7068,14.7333,10.7212,10.7911,2.1339,2.1443,15.9017,15.9304,18.9495,19.0483,15.3652,15.4638,1.5385,1.5544,11.6043,11.6567,47.8612,48.4874,1.6443,1.6554,3.9214,3.9285,11.4409,11.5167,8.0849,8.1907,3.1977,3.2396,0.18656,0.18900,0.03482,0.03528,2.2537,2.2832,0.07845,0.07948,4.0089,4.0613,20.0364,None,0.01178,0.01193,8.6076,8.7203,3.9815,4.0336
2022-04-25,14.7439,14.7705,10.5411,10.6099,2.1239,2.1344,15.8262,15.8547,18.7454,18.8431,15.3530,15.4516,1.5241,1.5399,11.5530,11.6051,47.9576,48.5851,1.6288,1.6398,3.9310,3.9381,11.4763,11.5523,8.0462,8.1515,3.1916,3.2334,0.19673,0.19931,0.03491,0.03536,2.2352,2.2645,0.07883,0.07986,4.0133,4.0659,19.9965,None,0.01172,0.01187,8.5904,8.7028,3.9917,4.0439
2022-04-26,14.7670,14.7936,10.6084,10.6776,2.1176,2.1280,15.7779,15.8063,18.7440,18.8417,15.3648,15.4635,1.5110,1.5267,11.5776,11.6298,48.0255,48.6539,1.6060,1.6168,3.9368,3.9439,11.5282,11.6045,8.0220,8.1270,3.1721,3.2136,0.19778,0.20037,0.03496,0.03542,2.2430,2.2723,0.07915,0.08019,4.0184,4.0710,20.0052,None,0.01171,0.01186,8.6428,8.7559,3.9979,4.0502
2022-04-27,14.7962,14.8229,10.5608,10.6297,2.1059,2.1162,15.6941,15.7224,18.5696,18.6664,15.2997,15.3979,1.4983,1.5138,11.5181,11.5701,48.0607,48.6896,1.5971,1.6078,3.9448,3.9519,11.5345,11.6109,7.9795,8.0839,3.1547,3.1960,0.19796,0.20055,0.03503,0.03549,2.2446,2.2740,0.07929,0.08033,4.0301,4.0829,19.9773,None,0.01162,0.01178,8.6600,8.7733,4.0057,4.0582
